x,y
0.9732477133834435,-0.5073406439576473
0.678806833465993,-0.3469514465445643
0.3737443396146216,-0.21734370744206852
0.060524173854715244,-0.11137691775895409
-0.25838972178834013,-0.021910568604014788
-0.5805334052891586,0.058195848913955406
-0.9034430041800519,0.13608264210781584
-1.2252590644302466,0.2171385124578498
-1.54619694544777,0.3007393479711706
-1.866916854025228,0.3849718680494229
-2.1879257614189807,0.4683668689831354
-2.5091733953100586,0.5510700400526882
-2.830482852692652,0.6335940465208412
-3.1517160297431714,0.7163391135430889
-3.472884324081495,0.7992722107943534
-3.79403513674457,0.8822559699752708
-4.115206056568156,0.9651814585650322
-4.436394607137817,1.048055853217586
-4.757588087387222,1.1309159616484314
-5.078776274887295,1.2137914084773642
-5.39995967251465,1.2966807363669623
-5.721141683462417,1.3795740828567982
-6.042325085587141,1.4624633977130785
-6.363509788724076,1.545348942233358
-6.68469488104525,1.628233358896848
-7.0058796082514485,1.711118833664126
-7.327063982164382,1.7940053322760745
-7.648248247073354,1.8768921467820778
-7.969432607656781,1.9597786840237945
-8.290617064153416,2.0426649433085484
-8.611801551122461,2.125551114282888
-8.932986013061567,2.208437357792276
-9.254170448969214,2.2913236767418783
-9.575354876374599,2.37421002033589
-9.896539310319291,2.4570963449856165
-10.21772375132587,2.539982649166539
-10.538908194694658,2.622868946484002
-10.860092636349147,2.7057552487445187
-11.18127707609258,2.788641556555085
-11.502461515203768,2.8715278662632215
-11.823645954797161,2.9544141746678956
-12.14483039489345,3.0373004815749374
-12.466014835073667,3.120186787998824
-12.787199274992705,3.203073094826477
-13.108383714827173,3.285959402035242
-13.429568154975236,3.36884570921623
-13.750752595701547,3.4517320160473086
-14.071937036277761,3.534618322858232
-14.3931214755303,3.6175046302710423
-14.714305912717741,3.7003909386946314
-15.035490350516712,3.7832772468494174
-15.35667479322133,3.8661635526567695
-15.677859243639915,3.94904985475324
-15.99904369204012,4.031936157812648
-16.320228122428666,4.114822469522931
-16.641412523930935,4.197708795112511
-16.962596931864066,4.280595117614291
-17.283781405864545,4.363481408375541
-17.60496598797903,4.4463676471944105
-17.92615055021149,4.529253895564859
-18.247334870193548,4.612140260321372
-18.568518785814767,4.695026819348219
-18.889702760367403,4.777913350062317
-19.210887622898795,4.860799454157868
-19.532073996751997,4.943684832157206
-19.85326020722107,5.026570288652428
-20.17444316384031,5.109457308420233
-20.49562047558074,5.192347040201461
-20.816798187765986,5.275236579593854
-21.137987819068037,5.358120392591451
-21.459198520681856,5.440994082613848
-21.780408502097853,5.523868118646535
-22.101574838296585,5.606763123493378
-22.422662575991694,5.689695890035993
-22.743750139013816,5.772628740498118
-23.064997462491448,5.855484835991153
-23.3865378026702,5.938200155171518
-23.708089370747206,6.020910080044633
-24.029056370006273,6.103900853901363
-24.348931645929625,6.187416132965729
-24.668725968287035,6.270970305186927
-24.99065839561007,6.353497250864317
-25.316804407187693,6.4332809875228145
-25.64622219911454,6.497804522634438
-25.975443299219506,6.525506114610234
-26.301142929666074,6.49649313918221
-26.623115988383486,6.418293117477812
-26.94346203968103,6.318690254964509
-27.264236573831045,6.224660419820849
-27.586006641018223,6.143704973698799
-27.908182274191166,6.068187054076969
-28.230173449046795,5.9904532669755
-28.551888590961422,5.90911273943165
-28.873643758351488,5.827896099380622
-29.195737504103278,5.750355710293243
-29.5179439631449,5.67419671048073
-29.839586132915507,5.592094085425381
-30.160053690886883,5.497431430725903
-30.480310098215973,5.400465722525978
-30.802742840688996,5.326721670205125
-31.129639922540928,5.301238815694499
-31.460111095386413,5.32723286343227
-31.790241469427432,5.3871504694051
-32.11607976867927,5.4632527798076875
-32.435481662624724,5.551597616159507
-32.748046520803065,5.661556573956739
-33.052925517435945,5.802835815103666
-33.33982244289834,5.981359568151197
-33.59020162733041,6.199753678734769
-33.78689601189659,6.459848784657741
-33.937419370404044,6.753202716508801
-34.068320225493935,7.063450545220127
-34.20465346089037,7.374774666426009
-34.33927604683232,7.683553011976463
-34.43891945212009,7.9960590151519275
-34.47195072953041,8.318297651579986
-34.43970960228101,8.648628466917177
-34.36756500694445,8.979839311670576
-34.27998916231335,9.304968704615368
-34.18286614515073,9.621916431131277
-34.06915682645306,9.93196201990514
-33.931576943702346,10.23581031496625
-33.76306733947397,10.525241386034255
-33.5567335705022,10.785504856666561
-33.307242351454306,11.003163725145765
-33.02146292461321,11.176242789563942
-32.71201696417948,11.308170091106298
-32.390822899807866,11.40239090637573
-32.06364680752241,11.462229464270585
-31.733194903554974,11.490949790874776
-31.401881987495806,11.492667472106172
-31.070440856544284,11.476821919989986
-30.738955888321925,11.454904905748933
-30.407499918887627,11.43700422372782
-30.0760782859389,11.423859145047114
-29.744668829012326,11.41240044546779
-29.41325184663564,11.399899471033363
-29.081825557080627,11.386109452374935
-28.75039588978949,11.37185161724454
-28.418968171056683,11.357863657430377
-28.087542974253303,11.344224984851916
-27.756118713374008,11.330715937805438
-27.424693949169598,11.317137180292955
-27.09326850184763,11.303463810978645
-26.761842795476614,11.289754563217624
-26.430417218780285,11.276063275159663
-26.098991827053478,11.262397605443732
-25.767566506952047,11.248741856400025
-25.436141153532695,11.235081493723055
-25.10471575004808,11.221414196815767
-24.773290326786757,11.207744158787529
-24.441864912073257,11.194075301265217
-24.110439510903305,11.180408320110235
-23.779014115158613,11.166742097864494
-23.447588717176657,11.153075578352523
-23.116163315539083,11.139408550818224
-22.784737912526044,11.125741305255884
-22.45331251028965,11.112074120190405
-22.121887109021678,11.09840707391295
-21.790461707690874,11.084740119788712
-21.459036305387265,11.071073206704057
-21.12761090286757,11.057406252801304
-20.796185501983484,11.043739156024465
-20.464760104242174,11.030071838517852
-20.133334706494615,11.016404536729656
-19.80190930237141,11.002737704491267
-19.470483886649394,10.989071712536719
-19.139058470779876,10.975405727170514
-18.807633078352225,10.961738037941615
-18.476207729128028,10.948067212312335
-18.1447823819426,10.934396239766524
-17.813356948961605,10.920731497065198
-17.481931355043468,10.907078439382815
-17.150505747790817,10.893426349576869
-16.819080454318804,10.879751477019257
-16.48765576003611,10.8660330992611
-16.156231136705134,10.852309570005454
